pl_name,pl_letter,pl_controv_flag,tran_flag,rv_flag,ttv_flag,ptv_flag,ast_flag,micro_flag,ima_flag,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbtper,pl_orbtper_systemref,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_msinie,pl_msinij,pl_dens,pl_eqt,pl_insol,pl_trandur,pl_trandep,pl_tranmid,pl_tranmid_systemref,pl_ratror,pl_ratdor,pl_imppar,pl_occdep,pl_rvamp,pl_projobliq,pl_trueobliq,pl_angsep,pl_nespec,pl_ntranspec,pl_ndispec,pl_pubdate,hostname,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_rotp,st_vsin,st_radv,st_log_rhk,st_nphot,st_nrvc,st_nspec,sy_name,ra,dec,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_snum,sy_pnum,sy_mnum,cb_flag,sy_vmag,sy_bmag,sy_jmag,sy_hmag,sy_kmag,sy_gaiamag,sy_tmag,sy_kepmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,discoverymethod,disc_year,disc_facility,disc_instrument,disc_locale,disc_pubdate,disc_refname,planet_class,habitability_zone_est,calc_density
NGTS-8 b,b,0,1,1,0,0,0,0,0,2.4997,0.035,0.01,86.9,,,,12.21781,1.09,295.5819,0.93,295.5819,0.93,Mass,,,0.89,1345.0,503.0,2.61,1.30270636,2457500.1783,BJD,0.114,7.6,,,149.95,,,0.0816,0,0,0,,NGTS-8,,,TIC 102068384,Gaia DR2 6840435777723109888,Gaia DR3 6840435777723109888,K0 V,5241.0,0.98,0.89,0.24,4.41,-0.20993,12.48,1.232453,,3.56,,,0,0,0,NGTS-8,328.9759206,-14.0684399,428.976,2.30266,23.6701599,21.3627,-10.1937,1,1,0,0,13.69,14.586,12.14,11.751,11.642,13.4954,12.9376,,,13.43,13.21,,11.59,11.615,11.864,8.872,Transit,2019,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2020-01,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,Gas Giant,Hot Zone,0.89
NGTS-9 b,b,0,1,1,0,0,0,0,0,4.43527,0.058,0.06,84.1,,,,11.99363,1.07,921.707,2.9,921.707,2.9,Mass,,,2.93,1448.0,729.0,2.05,0.641,2457671.81086,BJD,0.08,9.06,,,293.44,,,0.0952,0,0,0,,NGTS-9,,,TIC 176685457,Gaia DR2 5678340222972504832,Gaia DR3 5678340222972504832,F8 V,6330.0,1.38,1.34,0.31,4.37,0.38944,0.96,0.645713,,6.38,38.79161,,0,0,0,NGTS-9,141.9206435,-19.3476477,609.128,1.61358,6.3171824,-6.07776,1.72268,1,1,0,0,12.868,13.361,11.712,11.488,11.452,12.6547,12.2682,,,12.65,12.55,,11.385,11.421,11.579,8.989,Transit,2019,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2020-01,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,Gas Giant,Hot Zone,2.93
NN Ser c,c,1,0,0,0,0,0,0,0,6987.0,5.35,0.089,,77.25,2459297.0,BJD,12.6,1.13,2329.6,7.33,2329.6,7.33,Mass,3086.11383197,9.71,6.4,,,,,,,,,,,,,,10.4,0,0,0,,NN Ser,,,TIC 172608008,Gaia DR2 1191504471436192512,Gaia DR3 1191504471436192512,WD,57000.0,,0.535,,,,,,,,,,0,0,0,NN Ser,238.2337015,12.9120871,515.818,1.91664,66.4600479,-30.0852,-59.2606,2,2,0,1,16.943,16.682,16.907,16.254,16.168,16.5905,16.7986,,16.0191,16.7027,16.8794,17.0259,15.881,15.775,12.529,8.963,Eclipse Timing Variations,2010,Multiple Observatories,Multiple Instruments,Ground,2010-10,<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>,Gas Giant,Unknown,6.4
NN Ser d,d,1,0,0,0,0,0,0,0,2880.0,3.39,0.24,,86.68,2454563.0,BJD,13.3,1.19,724.622,2.28,724.622,2.28,Mass,696.04421133,2.19,1.69,,,,,,,,,,,,,,6.57,0,0,0,,NN Ser,,,TIC 172608008,Gaia DR2 1191504471436192512,Gaia DR3 1191504471436192512,WD,57000.0,,0.535,,,,,,,,,,0,0,0,NN Ser,238.2337015,12.9120871,515.818,1.91664,66.4600479,-30.0852,-59.2606,2,2,0,1,16.943,16.682,16.907,16.254,16.168,16.5905,16.7986,,16.0191,16.7027,16.8794,17.0259,15.881,15.775,12.529,8.963,Eclipse Timing Variations,2010,Multiple Observatories,Multiple Instruments,Ground,2010-10,<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>,Gas Giant,Unknown,1.69
NSVS 14256825 b,b,1,0,0,0,0,0,0,0,3225.0,3.12,0.12,,133.3,2456816.0,HJD,12.3,1.1,,,4497.2945,14.15,Msini,4497.2945,14.15,13.3,473.47,9.6678,,,,,,,,,,,,3.8,0,0,0,,NSVS 14256825,,,TIC 404635917,Gaia DR2 4245906369913936000,Gaia DR3 4245906369913936000,,40000.0,0.188,0.419,,5.49946,1.97364,,80.391397,,,,,0,0,0,NSVS 14256825,305.001946,4.6323715,820.877,1.19288,8.1420268,8.06275,1.13343,2,1,0,1,13.296,13.091,13.658,13.797,13.945,13.2452,13.384,,,,,,14.016,14.096,12.709,8.482,Eclipse Timing Variations,2019,Multiple Observatories,Multiple Instruments,Ground,2019-09,<a refstr=ZHU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19..134Z/abstract target=ref>Zhu et al. 2019</a>,Gas Giant,Hot Zone,13.3
NY Vir b,b,1,0,0,0,0,0,0,0,3160.0,3.3,0.15,,348.0,2453472.0,JD,13.3,1.19,730.978,2.3,730.978,2.3,Mass,845.4278,2.66,1.71,338.12,2.178,,,,,,,,,,,,6.07,0,0,0,,NY Vir,,,TIC 175402069,Gaia DR2 3637481302758519040,Gaia DR3 3637481302758519040,,32780.0,0.151,0.459,,5.74193,1.37508,,187.952403,,,,,0,0,0,NY Vir,204.7005847,-2.0303873,544.024,1.81161,13.390667,-6.11243,-11.9142,2,2,0,1,13.496,13.427,14.594,14.646,14.635,13.3943,14.021,,12.9288,13.5799,16.3646,14.2332,14.213,14.28,12.944,9.248,Eclipse Timing Variations,2011,Multiple Observatories,Multiple Instruments,Ground,2012-02,<a refstr=QIAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745L..23Q/abstract target=ref> Qian et al. 2012 </a>,Gas Giant,Hot Zone,1.71
NY Vir c,c,1,0,0,0,0,0,0,0,8799.0,,0.15,,320.0,2450031.0,JD,12.8,1.14,,,1760.7782,5.54,Msini,1760.7782,5.54,4.61,,,,,,,,,,,,,,,0,0,0,,NY Vir,,,TIC 175402069,Gaia DR2 3637481302758519040,Gaia DR3 3637481302758519040,,32780.0,0.151,0.459,,5.74193,1.37508,,187.952403,,,,,0,0,0,NY Vir,204.7005847,-2.0303873,544.024,1.81161,13.390667,-6.11243,-11.9142,2,2,0,1,13.496,13.427,14.594,14.646,14.635,13.3943,14.021,,12.9288,13.5799,16.3646,14.2332,14.213,14.28,12.944,9.248,Eclipse Timing Variations,2019,Winer Observatory,SBIG 6303e CCD Camera,Ground,2019-05,<a refstr=SONG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..184S/abstract target=ref>Song et al. 2019</a>,Gas Giant,Unknown,4.61
OGLE-2003-BLG-235L b,b,0,0,0,0,0,0,1,0,,4.3,,,,,,13.2,1.18,830.0,2.6,830.0,2.6,Mass,,,1.98,,,,,,,,,,,,,,0.741,0,0,0,,OGLE-2003-BLG-235L,,,,,,K V,,,0.63,,,,,,,,,,2,0,0,OGLE-2003-BLG-235L,271.318125,-28.895,5800.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2004,OGLE,OGLE CCD Array,Ground,2004-05,<a refstr=BOND_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...606L.155B/abstract target=ref> Bond et al. 2004 </a>,Gas Giant,Unknown,1.98
OGLE-2005-BLG-071L b,b,0,0,0,0,0,0,1,0,,3.6,,,,,,13.0,1.16,1200.0,3.8,1200.0,3.8,Mass,,,3.0,55.0,,,,,,,,,,,,,1.13,0,0,0,,OGLE-2005-BLG-071L,,,,,,,,,0.46,,,,,,,,,,0,0,0,OGLE-2005-BLG-071L,267.540708,-34.6731944,3200.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2005,OGLE,OGLE CCD Array,Ground,2005-08,<a refstr=UDALSKI_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...628L.109U/abstract target=ref> Udalski et al. 2005 </a>,Gas Giant,Cold Zone,3.0
OGLE-2005-BLG-169L b,b,0,0,0,0,0,0,1,0,,3.5,,,,,,3.84,0.343,14.1,0.0444,14.1,0.0444,Mass,,,1.37,,,,,,,,,,,,,,0.854,0,0,0,,OGLE-2005-BLG-169L,,,,,,K5,,,0.69,,,,,,,,,,4,0,0,OGLE-2005-BLG-169L,271.522167,-30.7326389,4100.0,,,,,1,1,0,0,22.783,,,18.2,,,,,,,,,,,,,Microlensing,2006,OGLE,OGLE CCD Array,Ground,2006-06,<a refstr=GOULD_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...644L..37G/abstract target=ref> Gould et al. 2006 </a>,Sub-Neptune,Unknown,1.37
OGLE-2005-BLG-390L b,b,0,0,0,0,0,0,1,0,3285.0,2.6,,,,,,2.21,0.197,5.5,0.017,5.5,0.017,Mass,,,2.8,50.0,,,,,,,,,,,,,0.394,0,0,0,,OGLE-2005-BLG-390L,,,,,,,,,0.22,,,,,,,,,,6,0,0,OGLE-2005-BLG-390L,268.579958,-30.3773056,6600.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2005,OGLE,OGLE CCD Array,Ground,2006-01,<a refstr=BEAULIEU_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.439..437B/abstract target=ref> Beaulieu et al. 2006 </a>,Sub-Neptune,Cold Zone,2.8
OGLE-2006-BLG-109L b,b,0,0,0,0,0,0,1,0,1788.5,2.3,,,,,,14.0,1.25,231.0,0.727,231.0,0.727,Mass,,,0.463,82.0,,,,,,,,,,17.4,,,1.52,0,0,0,,OGLE-2006-BLG-109L,,,,,,,,,0.51,,,,,,,,,,11,0,0,OGLE-2006-BLG-109L,268.143792,-30.0877778,1510.0,,,,,1,2,0,0,,,,17.17,,,,,,,,,,,,,Microlensing,2008,OGLE,OGLE CCD Array,Ground,2008-00,<a refstr=GAUDI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...319..927G/abstract target=ref> Gaudi et al. 2008 </a>,Gas Giant,Cold Zone,0.463
OGLE-2006-BLG-109L c,c,0,0,0,0,0,0,1,0,4927.5,4.5,0.15,64.0,,,,11.1,0.994,86.0,0.27,86.0,0.27,Mass,,,0.346,59.0,,,,,,,,,,4.5,,,2.98,0,0,0,,OGLE-2006-BLG-109L,,,,,,,,,0.51,,,,,,,,,,11,0,0,OGLE-2006-BLG-109L,268.143792,-30.0877778,1510.0,,,,,1,2,0,0,,,,17.17,,,,,,,,,,,,,Microlensing,2008,OGLE,OGLE CCD Array,Ground,2008-00,<a refstr=GAUDI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...319..927G/abstract target=ref> Gaudi et al. 2008 </a>,Gas Giant,Cold Zone,0.346
OGLE-2006-BLG-284L A b,b,0,0,0,0,0,0,1,0,,2.17,,,,,,14.3,1.27,144.0,0.45307466805508,144.0,0.45307467,Mass,,,0.271,,,,,,,,,,,,,,0.542,0,0,0,,OGLE-2006-BLG-284L A,,,,,,,,,0.35,,,,,,,,,,0,0,0,OGLE-2006-BLG-284L,269.65925,-29.1366667,4000.0,,,,,2,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2020,OGLE,OGLE CCD Array,Ground,2020-08,<a refstr=BENNETT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...72B/abstract target=ref>Bennett et al. 2020</a>,Gas Giant,Unknown,0.271
OGLE-2007-BLG-349L AB c,c,0,0,0,0,0,0,1,0,2557.0,2.59,,,,,,10.7,0.952,80.0,0.251708148919489,80.0,0.25170815,Mass,,,0.359,,,,,,,,,,,,,,0.938,0,0,0,,OGLE-2007-BLG-349L A,,,,,,M,,,0.41,,,,,,,,,,0,0,0,OGLE-2007-BLG-349L,271.351807,-26.4219437,2760.0,,,,,2,1,0,1,24.73,,,18.57,,,,,,,,,,,,,Microlensing,2016,OGLE,OGLE CCD Array,Ground,2016-11,<a refstr=BENNETT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..125B/abstract target=ref>Bennett et al. 2016</a>,Gas Giant,Unknown,0.359
OGLE-2007-BLG-368L b,b,0,0,0,0,0,0,1,0,,2.8,,,,,,4.72,0.421,20.0,0.06,20.0,0.06,Mass,,,1.05,,,,,,,,,,,,,,0.475,0,0,0,,OGLE-2007-BLG-368L,,,,,,,,,0.64,,,,,,,,,,6,0,0,OGLE-2007-BLG-368L,269.108167,-32.2374167,5900.0,,,,,1,1,0,0,17.71,,,,,,,,,,,,,,,,Microlensing,2009,OGLE,OGLE CCD Array,Ground,2010-02,<a refstr=SUMI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1641S/abstract target=ref> Sumi et al. 2010 </a>,Neptune-like,Unknown,1.05
OGLE-2008-BLG-092L b,b,0,0,0,0,0,0,1,0,,15.0,,,,,,8.74,0.78,57.0,0.18,57.0,0.18,Mass,,,0.469,,,,,,,,,,,,,,1.85,0,0,0,,OGLE-2008-BLG-092L,,,,,,,,,0.71,,,,,,,,,,2,0,0,OGLE-2008-BLG-092L,267.540708,-34.6731944,8100.0,,,,,2,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2014,OGLE,OGLE CCD Array,Ground,2014-11,<a refstr=POLESKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...42P/abstract target=ref>Poleski et al. 2014</a>,Gas Giant,Unknown,0.469
OGLE-2008-BLG-355L b,b,0,0,0,0,0,0,1,0,,1.7,,,,,,12.9,1.15,1500.0,4.6,1500.0,4.6,Mass,,,3.84,,,,,,,,,,,,,,0.25,0,0,0,,OGLE-2008-BLG-355L,,,,,,,,,0.37,,,,,,,,,,2,0,0,OGLE-2008-BLG-355L,269.786708,-30.7594722,6800.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2014,OGLE,OGLE CCD Array,Ground,2014-06,<a refstr=KOSHIMOTO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...788..128K/abstract target=ref> Koshimoto et al. 2014 </a>,Gas Giant,Unknown,3.84
OGLE-2011-BLG-0173L b,b,0,0,0,0,0,0,1,0,,8.0,,,,,,9.01,0.804,60.0,0.19,60.0,0.19,Mass,,,0.451,,,,,,,,,,,,,,1.31,0,0,0,,OGLE-2011-BLG-0173L,,,,,,,,,0.41,,,,,,,,,,0,0,0,OGLE-2011-BLG-0173L,269.315735,-28.2338619,6100.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2018,OGLE,OGLE CCD Array,Ground,2018-09,<a refstr=POLESKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..104P/abstract target=ref>Poleski et al. 2018</a>,Gas Giant,Unknown,0.451
OGLE-2011-BLG-0251L b,b,0,0,0,0,0,0,1,0,,2.72,,,,,,14.2,1.27,170.0,0.53,170.0,0.53,Mass,,,0.326,,,,,,,,,,,,,,1.06,0,0,0,,OGLE-2011-BLG-0251L,,,,,,M,,,0.26,,,,,,,,,,0,0,0,OGLE-2011-BLG-0251L,264.559083,-27.1361389,2570.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2012,OGLE,OGLE CCD Array,Ground,2013-04,<a refstr=KAINS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..70K/abstract target=ref> Kains et al. 2013 </a>,Gas Giant,Unknown,0.326
OGLE-2011-BLG-0265L b,b,0,0,0,0,0,0,1,0,,1.89,,,,,,13.9,1.24,280.0,0.88,280.0,0.88,Mass,,,0.573,,,,,,,,,,,,,,0.432,0,0,0,,OGLE-2011-BLG-0265L,,,,,,,,,0.211,,,,,,,,,,8,0,0,OGLE-2011-BLG-0265L,269.448833,-27.3945278,4380.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2015,OGLE,OGLE CCD Array,Ground,2015-05,<a refstr=SKOWRON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...33S/abstract target=ref>Skowron et al. 2015</a>,Gas Giant,Unknown,0.573
OGLE-2012-BLG-0026L b,b,0,0,0,0,0,0,1,0,,4.0,,,,,,7.72,0.688,46.1,0.145,46.1,0.145,Mass,,,0.551,,,,,,,,,,,,,,0.995,0,0,0,,OGLE-2012-BLG-0026L,,,,,,G5 V,,,1.06,,,,5.0,,,,,,10,0,0,OGLE-2012-BLG-0026L,263.577917,-27.14275,4019.0,,,,,1,2,0,0,20.66,,,16.39,,,,,,,,,,,,,Microlensing,2012,OGLE,OGLE CCD Array,Ground,2013-01,<a refstr=HAN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762L..28H/abstract target=ref> Han et al. 2013 </a>,Gas Giant,Unknown,0.551
OGLE-2012-BLG-0026L c,c,0,0,0,0,0,0,1,0,,4.8,,,,,,13.9,1.24,270.0,0.86,270.0,0.86,Mass,,,0.552,,,,,,,,,,,,,,1.19,0,0,0,,OGLE-2012-BLG-0026L,,,,,,G5 V,,,1.06,,,,5.0,,,,,,10,0,0,OGLE-2012-BLG-0026L,263.577917,-27.14275,4019.0,,,,,1,2,0,0,20.66,,,16.39,,,,,,,,,,,,,Microlensing,2012,OGLE,OGLE CCD Array,Ground,2013-01,<a refstr=HAN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762L..28H/abstract target=ref> Han et al. 2013 </a>,Gas Giant,Unknown,0.552
OGLE-2012-BLG-0358L b,b,0,0,0,0,0,0,1,0,,0.87,,,,,,13.4,1.2,588.0,1.85,588.0,1.85,Mass,,,1.34,,,,,,,,,,,,,,0.494,0,0,0,,OGLE-2012-BLG-0358L,,,,,,,,,0.022,,,,,,,,,,11,0,0,OGLE-2012-BLG-0358L,265.694875,-24.261,1760.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2013,OGLE,OGLE CCD Array,Ground,2013-11,<a refstr=HAN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...778...38H/abstract target=ref> Han et al. 2013 </a>,Gas Giant,Unknown,1.34
OGLE-2012-BLG-0406L b,b,0,0,0,0,0,0,1,0,,3.45,,,,,,13.2,1.18,868.0,2.73,868.0,2.73,Mass,,,2.07,,,,,,,,,,,,,,0.694,0,0,0,,OGLE-2012-BLG-0406L,,,,,,,,,0.44,,,,,,,,,,12,0,0,OGLE-2012-BLG-0406L,268.325708,-30.4711667,4970.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2013,OGLE,OGLE CCD Array,Ground,2014-02,<a refstr=POLESKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...47P/abstract target=ref> Poleski et al. 2014 </a>,Gas Giant,Unknown,2.07
OGLE-2012-BLG-0563L b,b,0,0,0,0,0,0,1,0,,0.74,,,,,,13.6,1.21,120.0,0.39,120.0,0.39,Mass,,,0.262,,,,,,,,,,,,,,0.569,0,0,0,,OGLE-2012-BLG-0563L,,,,,,,,,0.34,,,,,,,,,,0,0,0,OGLE-2012-BLG-0563L,271.4905,-27.712,1300.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2015,OGLE,OGLE CCD Array,Ground,2015-08,<a refstr=FUKUI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...74F/abstract target=ref>Fukui et al. 2015</a>,Gas Giant,Unknown,0.262
OGLE-2012-BLG-0724L b,b,0,0,0,0,0,0,1,0,,1.6,,,,,,14.3,1.27,150.0,0.47,150.0,0.47,Mass,,,0.282,,,,,,,,,,,,,,0.239,0,0,0,,OGLE-2012-BLG-0724L,,,,,,M V,,,0.29,,,,,,,,,,6,0,0,OGLE-2012-BLG-0724L,268.9682917,-29.8185278,6700.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2016,OGLE,OGLE CCD Array,Ground,2016-06,<a refstr=HIRAO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824..139H/abstract target=ref>Hirao et al. 2016</a>,Gas Giant,Unknown,0.282
OGLE-2012-BLG-0838L b,b,0,0,0,0,0,0,1,0,,4.43,,,,,,8.39,0.748,53.1,0.167,53.1,0.167,Mass,,,0.494,,,,,,,,,,,,,,0.701,0,0,0,,OGLE-2012-BLG-0838L,,,,,,,,,0.4,,,,,,,,,,0,0,0,OGLE-2012-BLG-0838L,273.003083,-25.7116111,6320.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2020,OGLE,OGLE CCD Array,Ground,2020-06,<a refstr=POLESKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..261P/abstract target=ref>Poleski et al. 2020</a>,Gas Giant,Unknown,0.494
OGLE-2012-BLG-0950L b,b,0,0,0,0,0,0,1,0,,2.6,,,,,,6.56,0.585,35.0,0.11,35.0,0.11,Mass,,,0.681,,,,,,,,,,,,,,1.0,0,0,0,,OGLE-2012-BLG-0950L,,,,,,M V,,,0.57,,,,,,,,,,0,0,0,OGLE-2012-BLG-0950L,272.019257,-29.7315826,2600.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2016,OGLE,OGLE CCD Array,Ground,2017-01,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>,Gas Giant,Unknown,0.681
OGLE-2013-BLG-0102L b,b,0,0,0,0,0,0,1,0,,0.8,,,,,,12.3,1.1,4100.0,13.0,4100.0,13.0,Mass,,,12.1,,,,,,,,,,,,,,0.263,0,0,0,,OGLE-2013-BLG-0102L,,,,,,,,,0.096,,,,,,,,,,5,0,0,OGLE-2013-BLG-0102L,268.0295,-31.6905833,3040.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2014,OGLE,OGLE CCD Array,Ground,2015-01,<a refstr=JUNG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...798..123J/abstract target=ref>Jung et al. 2015</a>,Gas Giant,Unknown,12.1
OGLE-2013-BLG-0132L b,b,0,0,0,0,0,0,1,0,,3.6,,,,,,11.6,1.03,92.0,0.29,92.0,0.29,Mass,,,0.324,,,,,,,,,,,,,,0.923,0,0,0,,OGLE-2013-BLG-0132L,,,,,,,,,0.54,,,,,,,,,,0,0,0,OGLE-2013-BLG-0132L,269.764618,-28.4210281,3900.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2017,OGLE,OGLE CCD Array,Ground,2017-11,<a refstr=MR_OACUTE_Z_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..205M/abstract target=ref>Mr&oacute;z et al. 2017</a>,Gas Giant,Unknown,0.324
OGLE-2013-BLG-0341L B b,b,0,0,0,0,0,0,1,0,,0.702,,,,,,1.16,0.104,1.66,0.00522,1.66,0.00522,Mass,,,5.84,,,,,,,,,,,,,,0.771,0,0,0,,OGLE-2013-BLG-0341L B,,,,,,,,,0.1127,,,,,,,,,,9,0,0,OGLE-2013-BLG-0341L,268.031208,-29.8461111,911.0,,,,,2,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2014,OGLE,OGLE CCD Array,Ground,2014-07,<a refstr=GOULD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...345...46G/abstract target=ref>Gould et al. 2014</a>,Terrestrial,Unknown,5.84
OGLE-2013-BLG-0911L b,b,0,0,0,0,0,0,1,0,,0.39,,,,,,12.5,1.12,3020.0,9.51,3020.0,9.51,Mass,,,8.5,,,,,,,,,,,,,,0.121,0,0,0,,OGLE-2013-BLG-0911L,,,,,,,,,0.29,,,,,,,,,,0,0,0,OGLE-2013-BLG-0911L,268.88325,-29.2538333,3220.0,,,,,1,1,0,0,26.42,,,19.99,19.64,,,,,,,,,,,,Microlensing,2019,OGLE,OGLE CCD Array,Ground,2020-02,<a refstr=MIYAZAKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>,Gas Giant,Unknown,8.5
OGLE-2013-BLG-1721L b,b,0,0,0,0,0,0,1,0,,2.6,,,,,,14.1,1.26,200.0,0.64,200.0,0.64,Mass,,,0.392,,,,,,,,,,,,,,0.413,0,0,0,,OGLE-2013-BLG-1721L,,,,,,,,,0.46,,,,,,,,,,0,0,0,OGLE-2013-BLG-1721L,268.126556,-30.2926941,6300.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2017,OGLE,OGLE CCD Array,Ground,2017-11,<a refstr=MR_OACUTE_Z_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..205M/abstract target=ref>Mr&oacute;z et al. 2017</a>,Gas Giant,Unknown,0.392
OGLE-2013-BLG-1761L b,b,0,0,0,0,0,0,1,0,,1.8,,,,,,13.2,1.18,860.0,2.7,860.0,2.7,Mass,,,2.05,,,,,,,,,,,,,,0.261,0,0,0,,OGLE-2013-BLG-1761L,,,,,,,,,0.33,,,,,,,,,,0,0,0,OGLE-2013-BLG-1761L,268.409485,-28.8952713,6900.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2017,OGLE,OGLE CCD Array,Ground,2017-07,<a refstr=HIRAO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....1H/abstract target=ref>Hirao et al. 2017</a>,Gas Giant,Unknown,2.05
OGLE-2014-BLG-0124L b,b,0,0,0,0,0,0,1,0,,3.48,,,,,,14.1,1.25,206.58846455,0.65,206.58846455,0.65,Mass,,,0.405,,,,,,,,,,,,,,0.994,0,0,0,,OGLE-2014-BLG-0124L,,,,,,,,,0.9,,,,,,,,,,3,0,0,OGLE-2014-BLG-0124L,270.6217083,-28.39625,3500.0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,Microlensing,2015,OGLE,OGLE CCD Array,Ground,2015-02,<a refstr=UDALSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..237U/abstract target=ref>Udalski et al. 2015</a>,Gas Giant,Unknown,0.405
