pl_name,pl_letter,pl_controv_flag,tran_flag,rv_flag,ttv_flag,ptv_flag,ast_flag,micro_flag,ima_flag,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbtper,pl_orbtper_systemref,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_msinie,pl_msinij,pl_dens,pl_eqt,pl_insol,pl_trandur,pl_trandep,pl_tranmid,pl_tranmid_systemref,pl_ratror,pl_ratdor,pl_imppar,pl_occdep,pl_rvamp,pl_projobliq,pl_trueobliq,pl_angsep,pl_nespec,pl_ntranspec,pl_ndispec,pl_pubdate,hostname,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_rotp,st_vsin,st_radv,st_log_rhk,st_nphot,st_nrvc,st_nspec,sy_name,ra,dec,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_snum,sy_pnum,sy_mnum,cb_flag,sy_vmag,sy_bmag,sy_jmag,sy_hmag,sy_kmag,sy_gaiamag,sy_tmag,sy_kepmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,discoverymethod,disc_year,disc_facility,disc_instrument,disc_locale,disc_pubdate,disc_refname,planet_class,habitability_zone_est,calc_density
2MASS J22501512+2325342 b,b,0,0,0,0,0,0,0,1,,518.0,,,,,,11.9,1.06,9534.85221,30.0,9534.85221,30.0,Mass,,,31.1,1600.0,0.0,,,,,,,,,,,,9050.0,0,0,0,,2MASS J22501512+2325342,,,TIC 435830255,Gaia DR2 2837047214379099904,Gaia DR3 2837047214379099904,M3,3352.0,0.437589,0.433173,,4.7926,-1.66196,0.15,7.288323,,30.0,,,0,0,0,2MASS J22501512+2325342,342.5634097,23.4259058,57.2309,17.4443,95.1764718,70.2294,-64.237,1,1,0,0,14.784,16.399,10.707,10.082,9.833,13.5759,12.3193,,,,,,9.722,9.578,9.439,8.591,Imaging,2018,The 2 (Two) Micron All Sky Survey (2MASS),2MASS Camera,Ground,2018-01,<a refstr=DESROCHERS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...852...55D/abstract target=ref>Desrochers et al. 2018</a>,Gas Giant,Cold Zone,31.1
4 UMa b,b,0,0,1,0,0,0,0,0,270.27,0.877,0.453,,28.6,2455958.1,JD,12.6,1.12,,,2511.48007211,7.902,Msini,2511.480072114,7.902,6.9,967.44,150.0929,,,,,,,,,242.24,,,11.9,0,0,0,,4 UMa,HD 73108,HIP 42527,TIC 356478817,Gaia DR2 1092230803510960640,Gaia DR3 1092230803512999424,K1 III,4415.0,18.11,1.234,-0.25,1.8,2.06236,4.604,,,,14.61858,,1,0,0,4 UMa,130.0528099,64.3280504,73.4603,13.5901,66.6571379,-61.2227,26.362,1,1,0,0,4.5801,5.77,2.619,2.021,1.734,4.23773,3.5681,,,,,,-0.342,0.1,1.817,1.755,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,Coude Echelle Spectrograph,Ground,2007-09,<a refstr=DOLLINGER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...472..649D/abstract target=ref> Dollinger et al. 2007 </a>,Gas Giant,Hot Zone,6.9
47 UMa b,b,0,0,1,0,0,0,0,0,1078.0,2.1,0.032,,334.0,2451917.0,,13.2,1.18,,,804.08,2.53,Msini,804.08,2.53,1.92,215.23,0.3576,,,2454415.6,BJD,,,,,48.4,,,152.0,0,0,0,,47 UMa,HD 95128,HIP 53721,TIC 21535479,Gaia DR2 777254360337133312,Gaia DR3 777254360337133312,G0V,5872.0,1.21334,1.06,0.04,4.29541,0.1978,6.48,0.836616,,2.8,11.22,-5.02,1,9,3,47 UMa,164.8647611,40.4304931,13.7967,72.4528,322.3708569,-317.642,55.0139,1,3,0,0,5.03352,5.646,3.96,3.736,3.75,4.87837,4.4698,,,,,,3.556,3.143,3.586,3.553,Radial Velocity,1996,Lick Observatory,Hamilton Echelle Spectrograph,Ground,1996-06,<a refstr=BUTLER___MARCY_1996 href=https://ui.adsabs.harvard.edu/abs/1996ApJ...464L.153B/abstract target=ref> Butler & Marcy 1996 </a>,Gas Giant,Conservative Habitable Zone,1.92
47 UMa c,c,0,0,1,0,0,0,0,0,2391.0,3.6,0.098,,295.0,2452441.0,,14.2,1.27,,,171.621,0.54,Msini,171.621,0.54,0.329,164.38,0.1217,,,2455651.0,BJD,,,,,8.0,,,261.0,0,0,0,,47 UMa,HD 95128,HIP 53721,TIC 21535479,Gaia DR2 777254360337133312,Gaia DR3 777254360337133312,G0V,5872.0,1.21334,1.06,0.04,4.29541,0.1978,6.48,0.836616,,2.8,11.22,-5.02,1,9,3,47 UMa,164.8647611,40.4304931,13.7967,72.4528,322.3708569,-317.642,55.0139,1,3,0,0,5.03352,5.646,3.96,3.736,3.75,4.87837,4.4698,,,,,,3.556,3.143,3.586,3.553,Radial Velocity,2001,Lick Observatory,Hamilton Echelle Spectrograph,Ground,2002-01,<a refstr=FISCHER_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...564.1028F/abstract target=ref> Fischer et al. 2002 </a>,Gas Giant,Cold Zone,0.329
47 UMa d,d,0,0,1,0,0,0,0,0,14002.0,11.6,0.16,,110.0,2451736.0,,13.5,1.2,,,521.22,1.64,Msini,521.22,1.64,1.16,91.58,0.0117,,,2451820.0,BJD,,,,,13.8,,,841.0,0,0,0,,47 UMa,HD 95128,HIP 53721,TIC 21535479,Gaia DR2 777254360337133312,Gaia DR3 777254360337133312,G0V,5872.0,1.21334,1.06,0.04,4.29541,0.1978,6.48,0.836616,,2.8,11.22,-5.02,1,9,3,47 UMa,164.8647611,40.4304931,13.7967,72.4528,322.3708569,-317.642,55.0139,1,3,0,0,5.03352,5.646,3.96,3.736,3.75,4.87837,4.4698,,,,,,3.556,3.143,3.586,3.553,Radial Velocity,2009,Lick Observatory,Hamilton Echelle Spectrograph,Ground,2010-04,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,Gas Giant,Cold Zone,1.16
51 Eri b,b,0,0,0,0,0,1,0,1,9100.0,10.4,0.57,141.0,82.0,2461699.0,JD,,,3464.3296363,10.9,3464.3296363,10.9,Mass,,,,807.0,0.0529,,,,,,,,,,,,349.0,0,0,6,,51 Eri,HD 29391,HIP 21547,TIC 298810162,Gaia DR2 3205095125321700480,Gaia DR3 3205095125321700480,F0 IV,7422.0,1.45,1.75,0.13,4.31078,0.7574,0.0232,0.707115,,65.19,17.3,,1,0,0,51 Eri,69.4007424,-2.4738245,29.7575,33.577,77.7287954,44.3523,-63.8329,3,1,0,0,5.21149,5.486,4.744,4.77,4.537,5.15806,4.9574,,,,,,4.543,4.31,4.575,4.39,Imaging,2015,Gemini Observatory,Gemini Planet Imager,Ground,2015-00,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,Gas Giant,Cold Zone,
51 Peg b,b,0,0,1,0,0,0,0,0,4.2307966,0.052,0.0063,49.8,0.0,2452497.0,,14.1,1.26,193.87532827,0.61,193.87532827,0.61,Mass,148.738,0.468,0.38,1328.93,506.1775,,,2456326.9323,BJD-TDB,,,,,55.77,,,3.36,0,0,0,,51 Peg,HD 217014,HIP 113357,TIC 139298196,Gaia DR2 2835207319109249920,Gaia DR3 2835207319109249920,G5V,5761.0,1.19,1.07,0.2058,4.317353,0.13631,10.0,0.893738,30.0,2.2,-33.1392,-5.08,1,5,4,51 Peg,344.3675399,20.7690958,15.4614,64.6488,216.4603396,207.363,62.094,1,1,0,0,5.45309,6.104,4.655,4.234,3.911,5.28647,4.8576,,,,,,3.909,3.624,3.929,3.904,Radial Velocity,1995,Haute-Provence Observatory,ELODIE Spectrograph,Ground,1995-11,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Gas Giant,Hot Zone,0.38
55 Cnc b,b,0,0,1,0,0,0,0,0,14.651552,0.118,0.0029,89.73,23.0,2453021.08,JD,13.9,1.24,263.9785,0.8306,263.9785,0.8306,Mass,276.0,0.868393113772237,0.54,700.0,45.6336,,,2455495.595,BJD,,,,,71.5,,,9.38,0,0,0,,55 Cnc,HD 75732,HIP 43587,TIC 332064670,Gaia DR2 704967037090946688,Gaia DR3 704967037090946688,G8 V,5198.0,0.98,1.015,0.39,4.3,-0.19695,10.0,1.521203,39.0,1.06,27.40949,-5.04,1,9,11,55 Cnc,133.1468373,28.3298154,12.5855,79.4274,539.1329986,-485.872,-233.651,2,7,0,0,5.95084,6.816,4.768,4.265,4.015,5.72973,5.2058,,,,,,4.001,3.296,4.051,4.014,Radial Velocity,1996,Lick Observatory,Hamilton Echelle Spectrograph,Ground,1997-01,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Gas Giant,Hot Zone,0.54
55 Cnc c,c,0,0,1,0,0,0,0,0,44.3936,0.247,0.088,89.73,31.0,2453028.63,JD,8.51,0.76,54.4738,0.1714,54.4738,0.1714,Mass,56.6,0.178083515360539,0.486,499.27,10.4149,,,2455491.23,BJD,,,,,10.17,,,19.6,0,0,0,,55 Cnc,HD 75732,HIP 43587,TIC 332064670,Gaia DR2 704967037090946688,Gaia DR3 704967037090946688,G8 V,5198.0,0.98,1.015,0.39,4.3,-0.19695,10.0,1.521203,39.0,1.06,27.40949,-5.04,1,9,11,55 Cnc,133.1468373,28.3298154,12.5855,79.4274,539.1329986,-485.872,-233.651,2,7,0,0,5.95084,6.816,4.768,4.265,4.015,5.72973,5.2058,,,,,,4.001,3.296,4.051,4.014,Radial Velocity,2004,McDonald Observatory,High Resolution Spectrograph,Ground,2004-10,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Gas Giant,Hot Zone,0.486
55 Cnc d,d,0,0,1,0,0,0,0,0,4799.0,5.6,0.0913,89.73,-90.0,2452837.69,JD,13.0,1.16,1232.493,3.878,1232.493,3.878,Mass,1214.10451474,3.82,3.08,104.85,0.0203,,,2451517.8,BJD,,,,,45.63,,,445.0,0,0,0,,55 Cnc,HD 75732,HIP 43587,TIC 332064670,Gaia DR2 704967037090946688,Gaia DR3 704967037090946688,G8 V,5198.0,0.98,1.015,0.39,4.3,-0.19695,10.0,1.521203,39.0,1.06,27.40949,-5.04,1,9,11,55 Cnc,133.1468373,28.3298154,12.5855,79.4274,539.1329986,-485.872,-233.651,2,7,0,0,5.95084,6.816,4.768,4.265,4.015,5.72973,5.2058,,,,,,4.001,3.296,4.051,4.014,Radial Velocity,2002,Lick Observatory,Hamilton Echelle Spectrograph,Ground,2002-12,<a refstr=MARCY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...581.1375M/abstract target=ref> Marcy et al. 2002 </a>,Gas Giant,Cold Zone,3.08
55 Cnc e,e,0,1,1,0,0,0,0,0,0.7365474,0.01544,0.05,83.59,86.0,2447578.2159,,1.875,0.1672763,7.99,0.0251392253720542,7.99,0.02513923,Mass,9.35,0.0294183899049653,6.66,1958.0,2657.8322,1.5439,0.03846733,2457063.2096,BJD-TDB,0.0182,3.52,0.39,0.0083,6.02,72.4,23.0,1.23,19,4,0,,55 Cnc,HD 75732,HIP 43587,TIC 332064670,Gaia DR2 704967037090946688,Gaia DR3 704967037090946688,G8 V,5172.0,0.943,0.905,0.35,4.43,-0.19695,5.5,1.521203,38.8,1.23,27.40949,-5.04,1,9,11,55 Cnc,133.1468373,28.3298154,12.5855,79.4274,539.1329986,-485.872,-233.651,2,7,0,0,5.95084,6.816,4.768,4.265,4.015,5.72973,5.2058,,,,,,4.001,3.296,4.051,4.014,Radial Velocity,2004,McDonald Observatory,High Resolution Spectrograph,Ground,2004-10,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Super-Earth,Hot Zone,6.66
55 Cnc f,f,0,0,1,0,0,0,0,0,260.58,0.802,0.063,89.73,100.0,2447488.0,,7.59,0.677,44.812,0.141,44.812,0.141,Mass,48.5,0.15259806528244,0.563,277.07,0.9879,,,2455236.4,BJD,,,,,4.83,,,63.7,0,0,0,,55 Cnc,HD 75732,HIP 43587,TIC 332064670,Gaia DR2 704967037090946688,Gaia DR3 704967037090946688,G8 V,5198.0,0.98,1.015,0.39,4.3,-0.19695,10.0,1.521203,39.0,1.06,27.40949,-5.04,1,9,11,55 Cnc,133.1468373,28.3298154,12.5855,79.4274,539.1329986,-485.872,-233.651,2,7,0,0,5.95084,6.816,4.768,4.265,4.015,5.72973,5.2058,,,,,,4.001,3.296,4.051,4.014,Radial Velocity,2007,Multiple Observatories,Multiple Instruments,Ground,2008-03,<a refstr=FISCHER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675..790F/abstract target=ref> Fischer et al. 2008 </a>,Gas Giant,Conservative Habitable Zone,0.563
55 Cnc B b,b,0,0,1,0,0,0,0,0,6.7994,0.044,0.0,,,,,1.69,0.151,,,3.5,0.01101223,Msini,3.5,0.0110122315152276,3.98,395.41,4.0271,,,2455495.7,BJD,,,,,2.89,,,3.53,0,0,0,,55 Cnc B,,,TIC 332064684,Gaia DR2 704966762213039488,Gaia DR3 704966762213039488,M4.5 V,3286.0,0.274,0.26,0.16,4.86,-2.10811,10.0,15.367953,92.0,1.29,,,0,0,0,55 Cnc,133.167908,28.3152863,12.4773,80.1166,539.8833656,-481.204,-244.779,2,7,0,0,13.152,14.884,8.56,7.933,7.666,11.6798,10.3334,,,,,,,,,,Radial Velocity,2025,Mauna Kea Observatory,SPIRou,Ground,2026-01,<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>,Super-Earth,Hot Zone,3.98
55 Cnc B c,c,0,0,1,0,0,0,0,0,33.747,0.13,0.0,,,,,2.16,0.193,,,5.3,0.01667566,Msini,5.3,0.0166756648659162,2.89,230.04,0.4613,,,2455491.8,BJD,,,,,2.59,,,10.4,0,0,0,,55 Cnc B,,,TIC 332064684,Gaia DR2 704966762213039488,Gaia DR3 704966762213039488,M4.5 V,3286.0,0.274,0.26,0.16,4.86,-2.10811,10.0,15.367953,92.0,1.29,,,0,0,0,55 Cnc,133.167908,28.3152863,12.4773,80.1166,539.8833656,-481.204,-244.779,2,7,0,0,13.152,14.884,8.56,7.933,7.666,11.6798,10.3334,,,,,,,,,,Radial Velocity,2025,Mauna Kea Observatory,SPIRou,Ground,2026-01,<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>,Sub-Neptune,Conservative Habitable Zone,2.89
6 Lyn b,b,0,0,1,0,0,0,0,0,919.86,2.028,0.042,,121.0,2453537.3,JD,13.4,1.2,,,597.83523357,1.881,Msini,597.835233567,1.881,1.37,371.86,3.1949,,,,,,,,,32.76,,,37.1,0,0,0,,6 Lyn,HD 45410,HIP 31039,TIC 444865362,Gaia DR2 1004358968092652544,Gaia DR3 1004358968092652544,K0 IV,4941.0,4.94,1.32,-0.17,3.16,1.1186,2.353,,,1.32,39.69716,,1,1,0,6 Lyn,97.6960311,58.1611753,54.6599,18.2668,340.0415405,-30.4214,-338.678,1,1,0,0,5.87307,6.796,4.272,3.825,3.701,5.60686,5.0436,,,,,,3.662,2.916,3.689,3.589,Radial Velocity,2008,Okayama Astrophysical Observatory,HIDES Echelle Spectrograph,Ground,2008-12,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,Gas Giant,Hot Zone,1.37
61 Vir b,b,0,0,1,0,0,0,0,0,4.215,0.050201,0.12,,105.0,,,2.11,0.188,,,5.1,0.016,Msini,5.1,0.016,2.98,1177.85,318.8418,,,2455200.597,JD,,,,,2.12,,,5.9,0,0,0,,61 Vir,HD 115617,HIP 64924,TIC 422478973,Gaia DR2 3507879565090229888,Gaia DR3 3507879565090229888,G5 V,5577.0,0.963,0.942,-0.01,4.34,-0.095,8.96,1.44933,,1.9,-8.2,-5.04,1,6,9,61 Vir,199.596455,-18.3157745,8.50332,117.573,1508.8416272,-1070.81,-1063.0,1,3,0,0,4.6955,0.072,3.334,2.974,2.956,4.54052,4.085,,,,,,2.144,2.791,3.091,2.986,Radial Velocity,2009,Multiple Observatories,Multiple Instruments,Ground,2010-01,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,Sub-Neptune,Hot Zone,2.98
61 Vir c,c,0,0,1,0,0,0,0,0,38.021,0.2175,0.14,,341.0,,,4.46,0.398,,,18.2,0.057,Msini,18.2,0.057,1.13,565.87,16.9856,,,2455036.24,JD,,,,,3.62,,,25.6,0,0,0,,61 Vir,HD 115617,HIP 64924,TIC 422478973,Gaia DR2 3507879565090229888,Gaia DR3 3507879565090229888,G5 V,5577.0,0.963,0.942,-0.01,4.34,-0.095,8.96,1.44933,,1.9,-8.2,-5.04,1,6,9,61 Vir,199.596455,-18.3157745,8.50332,117.573,1508.8416272,-1070.81,-1063.0,1,3,0,0,4.6955,0.072,3.334,2.974,2.956,4.54052,4.085,,,,,,2.144,2.791,3.091,2.986,Radial Velocity,2009,Multiple Observatories,Multiple Instruments,Ground,2010-01,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,Neptune-like,Hot Zone,1.13
61 Vir d,d,0,0,1,0,0,0,0,0,123.01,0.476,0.35,,314.0,,,5.11,0.456,,,22.9,0.072,Msini,22.9,0.072,0.943,382.51,3.5464,,,2455245.8,JD,,,,,3.25,,,56.0,0,0,0,,61 Vir,HD 115617,HIP 64924,TIC 422478973,Gaia DR2 3507879565090229888,Gaia DR3 3507879565090229888,G5 V,5577.0,0.963,0.942,-0.01,4.34,-0.095,8.96,1.44933,,1.9,-8.2,-5.04,1,6,9,61 Vir,199.596455,-18.3157745,8.50332,117.573,1508.8416272,-1070.81,-1063.0,1,3,0,0,4.6955,0.072,3.334,2.974,2.956,4.54052,4.085,,,,,,2.144,2.791,3.091,2.986,Radial Velocity,2009,Multiple Observatories,Multiple Instruments,Ground,2010-01,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,Neptune-like,Hot Zone,0.943
7 CMa b,b,0,0,1,0,0,0,0,0,735.1,1.758,0.06,90.0,165.3,2454093.0,,13.4,1.2,,,587.9855,1.85,Msin(i)/sin(i),587.9855,1.85,1.34,387.33,3.7372,,,,,,,,,34.3,,,88.7,0,0,0,,7 CMa,HD 47205,HIP 31592,TIC 48237215,Gaia DR2 2939555954747554176,Gaia DR3 2939555954755196160,K1III(+M),4826.0,4.87,1.34,0.21,3.19,1.06258,4.3,,,1.15,,,1,1,0,7 CMa,99.171276,-19.2561808,19.8101,50.4571,95.6229309,61.9916,-72.8065,1,2,0,0,3.95,5.013,2.173,1.679,1.564,3.67853,3.0677,,,,,,-0.682,-0.525,1.653,1.541,Radial Velocity,2011,Anglo-Australian Telescope,UCLES Spectrograph,Ground,2011-12,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,Gas Giant,Hot Zone,1.34
7 CMa c,c,0,0,1,0,0,0,0,0,996.0,2.153,0.08,90.0,233.5,,,13.9,1.24,,,276.5121,0.87,Msin(i)/sin(i),276.5121,0.87,0.566,350.0,2.4917,,,,,,,,,14.9,,,109.0,0,0,0,,7 CMa,HD 47205,HIP 31592,TIC 48237215,Gaia DR2 2939555954747554176,Gaia DR3 2939555954755196160,K1III(+M),4826.0,4.87,1.34,0.21,3.19,1.06258,4.3,,,1.15,,,1,1,0,7 CMa,99.171276,-19.2561808,19.8101,50.4571,95.6229309,61.9916,-72.8065,1,2,0,0,3.95,5.013,2.173,1.679,1.564,3.67853,3.0677,,,,,,-0.682,-0.525,1.653,1.541,Radial Velocity,2019,Multiple Observatories,Multiple Instruments,Ground,2019-11,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,Gas Giant,Hot Zone,0.566
70 Vir b,b,0,0,1,0,0,0,0,0,116.688,0.481,0.3988,,359.83,2455291.721,JD,12.6,1.13,2380.45,7.49,2380.45,7.49,Mass,2357.02728,7.416,6.54,525.24,12.2183,,,2455656.682,BJD,,,,,316.2,,,26.9,0,0,0,,70 Vir,HD 117176,HIP 65721,TIC 95473936,Gaia DR2 3740176925743650688,Gaia DR3 3740176925743994752,G5V,5495.0,1.89,1.09,-0.09,3.95,0.4513,7.77,0.190245,,1.56,4.951,-4.99,1,5,2,70 Vir,202.1064898,13.7763085,17.9011,55.8347,622.5685118,-235.562,-576.283,1,1,0,0,4.96808,5.678,3.798,3.457,3.5,4.76178,4.2943,,,,,,2.49,2.951,3.257,3.186,Radial Velocity,1996,Lick Observatory,Hamilton Echelle Spectrograph,Ground,1996-06,<a refstr=MARCY___BUTLER_1996 href=https://ui.adsabs.harvard.edu/abs/1996ApJ...464L.147M/abstract target=ref> Marcy & Butler 1996 </a>,Gas Giant,Hot Zone,6.54
75 Cet b,b,0,0,1,0,0,0,0,0,696.62,1.912,0.093,,-157.6,2455056.9,JD,13.3,1.18,,,787.89662095,2.479,Msini,787.896620953,2.479,1.84,540.31,14.175,,,,,,,,,36.92,,,23.0,0,0,0,,75 Cet,HD 15779,HIP 11791,TIC 251095345,Gaia DR2 2500064286492779264,Gaia DR3 2500064286492779264,G3 III,4809.0,10.38,1.92,0.1,2.69,1.7145,,,,1.77,-6.21279,,1,1,0,75 Cet,38.0391598,-1.0350269,82.9613,12.0264,38.5643962,-23.6193,-30.4851,2,2,0,0,5.3532,6.366,3.931,3.318,3.207,5.09343,4.5054,,,,,,2.101,2.791,3.038,2.988,Radial Velocity,2012,Okayama Astrophysical Observatory,HIDES Echelle Spectrograph,Ground,2012-12,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,Gas Giant,Hot Zone,1.84
75 Cet c,c,0,0,1,0,0,0,0,0,2051.62,3.929,0.023,,123.0,2454284.9,JD,13.9,1.24,,,289.85950718,0.912,Msini,289.859507184,0.912,0.593,376.92,3.3569,,,,,,,,,9.44,,,47.4,0,0,0,,75 Cet,HD 15779,HIP 11791,TIC 251095345,Gaia DR2 2500064286492779264,Gaia DR3 2500064286492779264,G3 III,4809.0,10.38,1.92,0.1,2.69,1.7145,,,,1.77,-6.21279,,1,1,0,75 Cet,38.0391598,-1.0350269,82.9613,12.0264,38.5643962,-23.6193,-30.4851,2,2,0,0,5.3532,6.366,3.931,3.318,3.207,5.09343,4.5054,,,,,,2.101,2.791,3.038,2.988,Radial Velocity,2023,Okayama Astrophysical Observatory,HIDES Echelle Spectrograph,Ground,2023-12,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,Gas Giant,Hot Zone,0.593
8 UMi b,b,0,0,1,0,0,0,0,0,93.31,0.462,0.062,,54.0,2457601.379,BJD,13.5,1.2,,,524.41687155,1.65,Msini,524.41687155,1.65,1.17,1126.38,247.8402,,,,,,,,,56.1,,,2.84,0,0,0,,8 UMi,HD 133086,HIP 73136,TIC 257005016,Gaia DR2 1700658653802527104,Gaia DR3 1700658653802527104,K0,4847.0,10.73,1.51,-0.03,2.57,1.72346,1.7,,,3.6,-9.20325,,1,0,0,8 UMi,224.201685,74.9009379,162.552,6.12304,13.2836055,12.7947,3.57069,1,1,0,0,6.83295,7.834,5.069,4.749,4.515,6.55896,5.96761,,,,,,4.468,4.187,4.473,4.415,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,BOES Echelle Spectrograph,Ground,2015-12,<a refstr=LEE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..79L/abstract target=ref>Lee et al. 2015</a>,Gas Giant,Hot Zone,1.17
81 Cet b,b,0,0,1,0,0,0,0,0,1005.57,2.104,0.037,,-166.7,2453458.4,JD,13.1,1.17,,,1051.05854195,3.307,Msini,1051.058541949,3.307,2.57,526.92,13.0071,,,,,,,,,58.51,,,20.8,0,0,0,,81 Cet,HD 16400,HIP 12247,TIC 35725282,Gaia DR2 2495420602212048640,Gaia DR3 2495420602212048640,G5 III,4734.0,11.21,1.23,-0.11,2.41,1.76027,,,,1.8,9.25447,,1,1,0,81 Cet,39.4243555,-3.3963607,101.26,9.84895,60.3912853,42.0657,-43.3311,1,1,0,0,5.64307,6.675,3.94,3.386,3.266,5.37588,4.77853,,,,,,3.313,3.036,3.297,3.242,Radial Velocity,2008,Okayama Astrophysical Observatory,HIDES Echelle Spectrograph,Ground,2008-12,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,Gas Giant,Hot Zone,2.57
91 Aqr b,b,0,0,1,0,0,0,0,0,181.4,0.7,0.027,,177.3,2453472.1,,13.1,1.17,,,1017.0,3.2,Msini,1017.0,3.2,2.49,891.73,100.506,,,,,,,,,91.5,,,15.9,0,0,0,,91 Aqr,HD 219449,HIP 114855,TIC 4610441,Gaia DR2 2630155547353593216,Gaia DR3 2630155547353593216,K0 III,4665.0,11.0,1.4,-0.03,2.52,1.69239,3.56,,,3.9,-25.75,,1,0,0,91 Aqr,348.9745031,-9.0878076,44.0304,22.6884,368.7717896,368.372,-17.1669,3,1,0,0,4.23946,5.35,2.263,1.69,1.597,3.95311,3.3221,,,,,,-0.368,0.108,1.79,1.698,Radial Velocity,2013,Lick Observatory,Hamilton Echelle Spectrograph,Ground,2013-07,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,Gas Giant,Hot Zone,2.49
AB Aur b,b,0,0,0,0,0,0,0,1,,93.9,0.4,42.6,,,,12.5,1.12,2860.455663,9.0,2860.455663,9.0,Mass,,,8.05,83.63,0.0067,,,,,,,,,,,,579.0,0,0,0,,AB Aur,,,TIC 96680681,Gaia DR2 156917493449670656,Gaia DR3 156917493449670656,,9770.0,2.95887,2.4,,3.77411,1.77085,0.003,0.103296,,,,,0,0,0,AB Aur,73.9410446,30.5510888,162.127,6.13996,24.429161,3.92615,-24.1116,1,1,0,0,7.076,7.193,5.936,5.062,4.23,7.07854,6.94321,,,,,,3.289,1.669,0.542,-1.723,Imaging,2022,Subaru Telescope,Subaru Coronagraphic Extreme Adaptive Optics (SCExAO),Ground,2022-04,<a refstr=CURRIE_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..751C/abstract target=ref>Currie et al. 2022</a>,Gas Giant,Cold Zone,8.05
